chain,iter,log_p,dataset
3,301,-14953.681,run5p9wgs_t
1,301,-14723.472,run5p9wgs_t
0,301,-14667.032,run5p9wgs_t
2,301,-14629.546,run5p9wgs_t
1,302,999.645,run5p2wgs
0,302,1624.054,run5p2wgs
2,302,1669.612,run5p2wgs
3,302,1729.039,run5p2wgs
0,302,-369.01,run5p2wgs_t
3,302,-8501.405,run5p3wgs
1,302,-8307.629,run5p3wgs
2,302,-8296.493,run5p3wgs
0,302,-8274.225,run5p3wgs
3,302,-10895.968,run5p3wgs_t
1,302,-10583.437,run5p3wgs_t
0,302,-10401.697,run5p3wgs_t
2,302,-10004.995,run5p3wgs_t
1,302,-11473.767,run5p9wgs
2,302,-11323.698,run5p9wgs
3,302,-11168.864,run5p9wgs
0,302,-10698.993,run5p9wgs
3,302,-14931.98,run5p9wgs_t
1,302,-14766.53,run5p9wgs_t
0,302,-14656.309,run5p9wgs_t
2,302,-14651.533,run5p9wgs_t
1,303,1019.202,run5p2wgs
0,303,1623.269,run5p2wgs
2,303,1654.883,run5p2wgs
3,303,1709.806,run5p2wgs
0,303,-411.49,run5p2wgs_t
3,303,-8429.404,run5p3wgs
1,303,-8321.048,run5p3wgs
0,303,-8298.865,run5p3wgs
2,303,-8286.395,run5p3wgs
3,303,-10898.643,run5p3wgs_t
1,303,-10557.297,run5p3wgs_t
0,303,-10411.612,run5p3wgs_t
2,303,-9986.092,run5p3wgs_t
1,303,-11418.2,run5p9wgs
2,303,-11304.257,run5p9wgs
3,303,-11117.772,run5p9wgs
0,303,-10669.283,run5p9wgs
3,303,-14992.382,run5p9wgs_t
1,303,-14719.114,run5p9wgs_t
0,303,-14632.375,run5p9wgs_t
2,303,-14534.236,run5p9wgs_t
1,304,947.384,run5p2wgs
0,304,1587.481,run5p2wgs
2,304,1664.262,run5p2wgs
3,304,1721.289,run5p2wgs
0,304,-416.533,run5p2wgs_t
3,304,-8446.125,run5p3wgs
0,304,-8309.971,run5p3wgs
1,304,-8299.955,run5p3wgs
2,304,-8277.876,run5p3wgs
3,304,-10948.366,run5p3wgs_t
1,304,-10485.642,run5p3wgs_t
0,304,-10482.085,run5p3wgs_t
2,304,-10015.65,run5p3wgs_t
1,304,-11527.511,run5p9wgs
2,304,-11267.091,run5p9wgs
3,304,-11186.705,run5p9wgs
0,304,-10705.248,run5p9wgs
3,304,-15009.829,run5p9wgs_t
1,304,-14795.123,run5p9wgs_t
0,304,-14636.579,run5p9wgs_t
2,304,-14547.708,run5p9wgs_t
1,305,998.454,run5p2wgs
0,305,1625.251,run5p2wgs
2,305,1648.819,run5p2wgs
3,305,1731.137,run5p2wgs
0,305,-456.936,run5p2wgs_t
3,305,-8463.216,run5p3wgs
2,305,-8312.805,run5p3wgs
0,305,-8288.654,run5p3wgs
1,305,-8280.978,run5p3wgs
3,305,-10875.292,run5p3wgs_t
1,305,-10534.641,run5p3wgs_t
0,305,-10468.238,run5p3wgs_t
2,305,-9922.951,run5p3wgs_t
1,305,-11525.64,run5p9wgs
3,305,-11196.879,run5p9wgs
2,305,-11156.583,run5p9wgs
0,305,-10673.51,run5p9wgs
3,305,-15003.331,run5p9wgs_t
1,305,-14833.483,run5p9wgs_t
0,305,-14647.758,run5p9wgs_t
2,305,-14525.362,run5p9wgs_t
1,306,1064.626,run5p2wgs
0,306,1615.553,run5p2wgs
2,306,1658.595,run5p2wgs
3,306,1725.322,run5p2wgs
0,306,-525.743,run5p2wgs_t
3,306,-8486.877,run5p3wgs
0,306,-8310.29,run5p3wgs
2,306,-8291.549,run5p3wgs
1,306,-8274.013,run5p3wgs
3,306,-10840.377,run5p3wgs_t
1,306,-10565.721,run5p3wgs_t
0,306,-10523.421,run5p3wgs_t
2,306,-9897.325,run5p3wgs_t
1,306,-11535.298,run5p9wgs
3,306,-11256.028,run5p9wgs
2,306,-11181.316,run5p9wgs
0,306,-10688.578,run5p9wgs
3,306,-14950.847,run5p9wgs_t
1,306,-14880.083,run5p9wgs_t
0,306,-14649.24,run5p9wgs_t
2,306,-14467.706,run5p9wgs_t
1,307,997.454,run5p2wgs
0,307,1631.382,run5p2wgs
2,307,1656.458,run5p2wgs
3,307,1722.961,run5p2wgs
0,307,-531.287,run5p2wgs_t
3,307,-8466.83,run5p3wgs
2,307,-8300.025,run5p3wgs
0,307,-8285.364,run5p3wgs
1,307,-8281.365,run5p3wgs
3,307,-10877.204,run5p3wgs_t
1,307,-10597.301,run5p3wgs_t
0,307,-10532.583,run5p3wgs_t
2,307,-9899.422,run5p3wgs_t
1,307,-11561.068,run5p9wgs
3,307,-11311.904,run5p9wgs
2,307,-11201.549,run5p9wgs
0,307,-10679.638,run5p9wgs
3,307,-14984.906,run5p9wgs_t
1,307,-14854.928,run5p9wgs_t
0,307,-14779.861,run5p9wgs_t
2,307,-14452.146,run5p9wgs_t
1,308,947.313,run5p2wgs
0,308,1616.623,run5p2wgs
2,308,1696.706,run5p2wgs
3,308,1741.99,run5p2wgs
0,308,-622.727,run5p2wgs_t
3,308,-8478.802,run5p3wgs
0,308,-8294.706,run5p3wgs
2,308,-8286.518,run5p3wgs
1,308,-8277.523,run5p3wgs
3,308,-10900.589,run5p3wgs_t
1,308,-10600.076,run5p3wgs_t
0,308,-10550.67,run5p3wgs_t
2,308,-9877.965,run5p3wgs_t
1,308,-11578.272,run5p9wgs
3,308,-11232.354,run5p9wgs
2,308,-11220.779,run5p9wgs
0,308,-10719.155,run5p9wgs
3,308,-14917.794,run5p9wgs_t
1,308,-14900.9,run5p9wgs_t
0,308,-14707.647,run5p9wgs_t
2,308,-14472.748,run5p9wgs_t
1,309,963.19,run5p2wgs
0,309,1629.788,run5p2wgs
2,309,1675.084,run5p2wgs
3,309,1716.594,run5p2wgs
0,309,-589.368,run5p2wgs_t
3,309,-8404.359,run5p3wgs
2,309,-8308.345,run5p3wgs
1,309,-8308.088,run5p3wgs
0,309,-8288.809,run5p3wgs
3,309,-10924.613,run5p3wgs_t
1,309,-10643.878,run5p3wgs_t
0,309,-10462.613,run5p3wgs_t
2,309,-9897.392,run5p3wgs_t
1,309,-11514.13,run5p9wgs
3,309,-11297.079,run5p9wgs
2,309,-11229.258,run5p9wgs
0,309,-10705.156,run5p9wgs
3,309,-14899.194,run5p9wgs_t
1,309,-14897.88,run5p9wgs_t
0,309,-14776.166,run5p9wgs_t
2,309,-14518.921,run5p9wgs_t
1,310,959.098,run5p2wgs
0,310,1619.397,run5p2wgs
2,310,1645.087,run5p2wgs
3,310,1740.267,run5p2wgs
0,310,-705.179,run5p2wgs_t
3,310,-8513.155,run5p3wgs
1,310,-8309.307,run5p3wgs
0,310,-8294.889,run5p3wgs
2,310,-8275.836,run5p3wgs
3,310,-11015.345,run5p3wgs_t
1,310,-10789.411,run5p3wgs_t
0,310,-10524.948,run5p3wgs_t
2,310,-9851.858,run5p3wgs_t
1,310,-11544.569,run5p9wgs
3,310,-11261.98,run5p9wgs
2,310,-11225.685,run5p9wgs
0,310,-10681.343,run5p9wgs
3,310,-14997.187,run5p9wgs_t
1,310,-14832.675,run5p9wgs_t
0,310,-14690.212,run5p9wgs_t
2,310,-14642.68,run5p9wgs_t
1,311,831.953,run5p2wgs
0,311,1588.743,run5p2wgs
3,311,1667.733,run5p2wgs
2,311,1670.742,run5p2wgs
0,311,-721.445,run5p2wgs_t
3,311,-8560.752,run5p3wgs
1,311,-8333.802,run5p3wgs
0,311,-8292.598,run5p3wgs
2,311,-8283.934,run5p3wgs
3,311,-10918.481,run5p3wgs_t
1,311,-10735.786,run5p3wgs_t
0,311,-10491.888,run5p3wgs_t
2,311,-9837.841,run5p3wgs_t
1,311,-11507.796,run5p9wgs
2,311,-11247.911,run5p9wgs
3,311,-11209.83,run5p9wgs
0,311,-10660.572,run5p9wgs
3,311,-14916.502,run5p9wgs_t
1,311,-14774.033,run5p9wgs_t
2,311,-14652.428,run5p9wgs_t
0,311,-14617.462,run5p9wgs_t
1,312,919.183,run5p2wgs
3,312,1600.285,run5p2wgs
0,312,1619.144,run5p2wgs
2,312,1689.365,run5p2wgs
0,312,-683.46,run5p2wgs_t
3,312,-8519.088,run5p3wgs
1,312,-8312.19,run5p3wgs
0,312,-8307.244,run5p3wgs
2,312,-8285.449,run5p3wgs
3,312,-10943.88,run5p3wgs_t
1,312,-10761.8,run5p3wgs_t
0,312,-10535.127,run5p3wgs_t
2,312,-9852.673,run5p3wgs_t
1,312,-11542.507,run5p9wgs
2,312,-11262.947,run5p9wgs
3,312,-11198.645,run5p9wgs
0,312,-10655.228,run5p9wgs
3,312,-14933.439,run5p9wgs_t
1,312,-14770.822,run5p9wgs_t
2,312,-14580.75,run5p9wgs_t
0,312,-14569.376,run5p9wgs_t
1,313,875.3,run5p2wgs
3,313,1590.028,run5p2wgs
0,313,1616.459,run5p2wgs
2,313,1658.181,run5p2wgs
0,313,-596.868,run5p2wgs_t
3,313,-8594.358,run5p3wgs
0,313,-8331.966,run5p3wgs
1,313,-8265.391,run5p3wgs
2,313,-8258.375,run5p3wgs
3,313,-10909.593,run5p3wgs_t
1,313,-10822.723,run5p3wgs_t
0,313,-10564.256,run5p3wgs_t
2,313,-9871.704,run5p3wgs_t
1,313,-11544.952,run5p9wgs
2,313,-11295.636,run5p9wgs
3,313,-11183.523,run5p9wgs
0,313,-10648.149,run5p9wgs
3,313,-15004.959,run5p9wgs_t
1,313,-14758.242,run5p9wgs_t
2,313,-14523.421,run5p9wgs_t
0,313,-14512.993,run5p9wgs_t
1,314,919.155,run5p2wgs
3,314,1611.128,run5p2wgs
0,314,1627.24,run5p2wgs
2,314,1656.609,run5p2wgs
0,314,-491.278,run5p2wgs_t
3,314,-8604.387,run5p3wgs
2,314,-8290.894,run5p3wgs
0,314,-8283.651,run5p3wgs
1,314,-8269.681,run5p3wgs
3,314,-10954.656,run5p3wgs_t
1,314,-10712.167,run5p3wgs_t
0,314,-10589.808,run5p3wgs_t
2,314,-9876.789,run5p3wgs_t
1,314,-11475.483,run5p9wgs
2,314,-11352.297,run5p9wgs
3,314,-11190.492,run5p9wgs
0,314,-10645.941,run5p9wgs
3,314,-15067.356,run5p9wgs_t
1,314,-14769.225,run5p9wgs_t
0,314,-14535.135,run5p9wgs_t
2,314,-14510.52,run5p9wgs_t
1,315,876.903,run5p2wgs
0,315,1577.199,run5p2wgs
3,315,1631.475,run5p2wgs
2,315,1669.668,run5p2wgs
0,315,-471.969,run5p2wgs_t
3,315,-8661.801,run5p3wgs
1,315,-8368.944,run5p3wgs
0,315,-8295.384,run5p3wgs
2,315,-8277.743,run5p3wgs
3,315,-10891.088,run5p3wgs_t
1,315,-10672.781,run5p3wgs_t
0,315,-10644.296,run5p3wgs_t
2,315,-9853.062,run5p3wgs_t
1,315,-11437.389,run5p9wgs
2,315,-11369.744,run5p9wgs
3,315,-11220.387,run5p9wgs
0,315,-10688.786,run5p9wgs
3,315,-15088.79,run5p9wgs_t
1,315,-14776.414,run5p9wgs_t
0,315,-14603.238,run5p9wgs_t
2,315,-14571.775,run5p9wgs_t
1,316,832.683,run5p2wgs
3,316,1509.216,run5p2wgs
0,316,1595.974,run5p2wgs
2,316,1698.178,run5p2wgs
0,316,-487.517,run5p2wgs_t
3,316,-8612.677,run5p3wgs
1,316,-8350.145,run5p3wgs
0,316,-8294.77,run5p3wgs
2,316,-8283.424,run5p3wgs
3,316,-10922.081,run5p3wgs_t
1,316,-10723.396,run5p3wgs_t
0,316,-10579.352,run5p3wgs_t
2,316,-9869.355,run5p3wgs_t
1,316,-11472.1,run5p9wgs
2,316,-11402.33,run5p9wgs
3,316,-11116.47,run5p9wgs
0,316,-10689.389,run5p9wgs
3,316,-15056.728,run5p9wgs_t
1,316,-14868.733,run5p9wgs_t
0,316,-14582.911,run5p9wgs_t
2,316,-14506.317,run5p9wgs_t
1,317,783.74,run5p2wgs
0,317,1524.33,run5p2wgs
3,317,1622.993,run5p2wgs
2,317,1672.309,run5p2wgs
0,317,-541.327,run5p2wgs_t
3,317,-8606.595,run5p3wgs
1,317,-8365.971,run5p3wgs
0,317,-8291.141,run5p3wgs
2,317,-8276.506,run5p3wgs
3,317,-10895.281,run5p3wgs_t
1,317,-10728.426,run5p3wgs_t
0,317,-10510.432,run5p3wgs_t
2,317,-9882.207,run5p3wgs_t
1,317,-11462.05,run5p9wgs
2,317,-11409.003,run5p9wgs
3,317,-11080.86,run5p9wgs
0,317,-10678.426,run5p9wgs
3,317,-15079.177,run5p9wgs_t
1,317,-14800.048,run5p9wgs_t
0,317,-14491.847,run5p9wgs_t
2,317,-14440.901,run5p9wgs_t
1,318,768.565,run5p2wgs
0,318,1562.422,run5p2wgs
3,318,1612.784,run5p2wgs
2,318,1662.657,run5p2wgs
0,318,-446.091,run5p2wgs_t
3,318,-8609.311,run5p3wgs
1,318,-8342.932,run5p3wgs
0,318,-8297.263,run5p3wgs
2,318,-8274.701,run5p3wgs
3,318,-10900.253,run5p3wgs_t
1,318,-10728.048,run5p3wgs_t
0,318,-10563.508,run5p3wgs_t
2,318,-9842.97,run5p3wgs_t
1,318,-11455.163,run5p9wgs
2,318,-11396.134,run5p9wgs
3,318,-11037.98,run5p9wgs
0,318,-10656.787,run5p9wgs
3,318,-15044.931,run5p9wgs_t
1,318,-14971.405,run5p9wgs_t
0,318,-14535.5,run5p9wgs_t
2,318,-14415.307,run5p9wgs_t
1,319,725.725,run5p2wgs
0,319,1607.194,run5p2wgs
3,319,1621.473,run5p2wgs
2,319,1684.824,run5p2wgs
0,319,-568.933,run5p2wgs_t
3,319,-8567.93,run5p3wgs
0,319,-8308.005,run5p3wgs
1,319,-8279.735,run5p3wgs
2,319,-8271.964,run5p3wgs
3,319,-10990.7,run5p3wgs_t
1,319,-10762.356,run5p3wgs_t
0,319,-10492.837,run5p3wgs_t
2,319,-9876.484,run5p3wgs_t
1,319,-11460.515,run5p9wgs
2,319,-11417.58,run5p9wgs
3,319,-11062.136,run5p9wgs
0,319,-10666.35,run5p9wgs
1,319,-14996.762,run5p9wgs_t
3,319,-14875.968,run5p9wgs_t
0,319,-14495.989,run5p9wgs_t
2,319,-14427.291,run5p9wgs_t
1,320,843.374,run5p2wgs
0,320,1632.42,run5p2wgs
2,320,1651.752,run5p2wgs
3,320,1702.469,run5p2wgs
0,320,-584.751,run5p2wgs_t
3,320,-8550.062,run5p3wgs
0,320,-8322.542,run5p3wgs
1,320,-8288.217,run5p3wgs
2,320,-8273.716,run5p3wgs
3,320,-10905.484,run5p3wgs_t
1,320,-10780.04,run5p3wgs_t
0,320,-10505.467,run5p3wgs_t
2,320,-9827.273,run5p3wgs_t
1,320,-11484.149,run5p9wgs
2,320,-11366.042,run5p9wgs
3,320,-11075.682,run5p9wgs
0,320,-10709.916,run5p9wgs
1,320,-14998.549,run5p9wgs_t
3,320,-14902.578,run5p9wgs_t
0,320,-14538.388,run5p9wgs_t
2,320,-14393.347,run5p9wgs_t
1,321,755.021,run5p2wgs
0,321,1628.239,run5p2wgs
2,321,1664.518,run5p2wgs
3,321,1677.515,run5p2wgs
0,321,-613.749,run5p2wgs_t
3,321,-8615.464,run5p3wgs
1,321,-8338.682,run5p3wgs
0,321,-8314.306,run5p3wgs
2,321,-8284.582,run5p3wgs
3,321,-10915.045,run5p3wgs_t
1,321,-10719.431,run5p3wgs_t
2,321,-9838.868,run5p3wgs_t
1,321,-11444.806,run5p9wgs
2,321,-11287.211,run5p9wgs
3,321,-11141.075,run5p9wgs
0,321,-10744.235,run5p9wgs
1,321,-15086.709,run5p9wgs_t
3,321,-14780.593,run5p9wgs_t
0,321,-14570.335,run5p9wgs_t
2,321,-14355.293,run5p9wgs_t
1,322,770.071,run5p2wgs
0,322,1617.31,run5p2wgs
3,322,1631.3,run5p2wgs
2,322,1648.081,run5p2wgs
0,322,-590.019,run5p2wgs_t
3,322,-8566.062,run5p3wgs
0,322,-8302.768,run5p3wgs
2,322,-8290.195,run5p3wgs
1,322,-8212.722,run5p3wgs
3,322,-10959.542,run5p3wgs_t
1,322,-10755.037,run5p3wgs_t
0,322,-10479.092,run5p3wgs_t
2,322,-9821.937,run5p3wgs_t
1,322,-11500.6,run5p9wgs
2,322,-11381.942,run5p9wgs
3,322,-11091.86,run5p9wgs
0,322,-10725.784,run5p9wgs
1,322,-15070.018,run5p9wgs_t
3,322,-14719.335,run5p9wgs_t
0,322,-14592.887,run5p9wgs_t
2,322,-14374.476,run5p9wgs_t
1,323,850.81,run5p2wgs
0,323,1611.773,run5p2wgs
2,323,1649.165,run5p2wgs
3,323,1678.485,run5p2wgs
0,323,-584.032,run5p2wgs_t
3,323,-8630.388,run5p3wgs
0,323,-8295.035,run5p3wgs
2,323,-8281.789,run5p3wgs
1,323,-8277.322,run5p3wgs
3,323,-10852.531,run5p3wgs_t
1,323,-10686.614,run5p3wgs_t
0,323,-10426.822,run5p3wgs_t
2,323,-9823.456,run5p3wgs_t
1,323,-11557.66,run5p9wgs
2,323,-11364.952,run5p9wgs
3,323,-11208.487,run5p9wgs
0,323,-10664.093,run5p9wgs
1,323,-15036.741,run5p9wgs_t
3,323,-14741.269,run5p9wgs_t
0,323,-14578.499,run5p9wgs_t
2,323,-14411.938,run5p9wgs_t
1,324,749.205,run5p2wgs
0,324,1615.034,run5p2wgs
2,324,1628.415,run5p2wgs
3,324,1689.334,run5p2wgs
0,324,-499.749,run5p2wgs_t
3,324,-8596.282,run5p3wgs
2,324,-8294.504,run5p3wgs
0,324,-8277.701,run5p3wgs
1,324,-8255.753,run5p3wgs
3,324,-10802.663,run5p3wgs_t
1,324,-10695.151,run5p3wgs_t
0,324,-10516.741,run5p3wgs_t
2,324,-9778.964,run5p3wgs_t
1,324,-11576.884,run5p9wgs
2,324,-11367.162,run5p9wgs
3,324,-11202.236,run5p9wgs
0,324,-10674.154,run5p9wgs
1,324,-15075.69,run5p9wgs_t
3,324,-14719.653,run5p9wgs_t
0,324,-14709.177,run5p9wgs_t
2,324,-14476.891,run5p9wgs_t
1,325,784.821,run5p2wgs
0,325,1602.241,run5p2wgs
3,325,1639.797,run5p2wgs
2,325,1676.169,run5p2wgs
0,325,-580.234,run5p2wgs_t
3,325,-8502.688,run5p3wgs
1,325,-8283.807,run5p3wgs
2,325,-8279.752,run5p3wgs
0,325,-8272.738,run5p3wgs
3,325,-10839.787,run5p3wgs_t
1,325,-10770.935,run5p3wgs_t
0,325,-10534.058,run5p3wgs_t
2,325,-9786.022,run5p3wgs_t
1,325,-11607.711,run5p9wgs
2,325,-11373.41,run5p9wgs
3,325,-11307.599,run5p9wgs
0,325,-10648.037,run5p9wgs
1,325,-15024.706,run5p9wgs_t
3,325,-14849.143,run5p9wgs_t
0,325,-14656.768,run5p9wgs_t
2,325,-14508.036,run5p9wgs_t
1,326,741.782,run5p2wgs
0,326,1606.747,run5p2wgs
2,326,1669.138,run5p2wgs
3,326,1689.86,run5p2wgs
0,326,-569.879,run5p2wgs_t
3,326,-8522.22,run5p3wgs
2,326,-8301.843,run5p3wgs
0,326,-8273.029,run5p3wgs
1,326,-8270.311,run5p3wgs
3,326,-10773.983,run5p3wgs_t
1,326,-10760.843,run5p3wgs_t
0,326,-10569.173,run5p3wgs_t
2,326,-9860.431,run5p3wgs_t
1,326,-11636.346,run5p9wgs
2,326,-11406.408,run5p9wgs
3,326,-11333.24,run5p9wgs
0,326,-10663.324,run5p9wgs
3,326,-14873.672,run5p9wgs_t
1,326,-14836.32,run5p9wgs_t
0,326,-14592.655,run5p9wgs_t
2,326,-14584.188,run5p9wgs_t
1,327,759.179,run5p2wgs
3,327,1560.53,run5p2wgs
0,327,1601.488,run5p2wgs
2,327,1687.274,run5p2wgs
0,327,-574.199,run5p2wgs_t
3,327,-8560.631,run5p3wgs
2,327,-8296.133,run5p3wgs
1,327,-8273.729,run5p3wgs
0,327,-8261.668,run5p3wgs
3,327,-10832.19,run5p3wgs_t
1,327,-10801.6,run5p3wgs_t
0,327,-10602.976,run5p3wgs_t
2,327,-9866.704,run5p3wgs_t
1,327,-11583.26,run5p9wgs
2,327,-11387.495,run5p9wgs
3,327,-11356.13,run5p9wgs
0,327,-10661.905,run5p9wgs
1,327,-14962.964,run5p9wgs_t
3,327,-14932.127,run5p9wgs_t
0,327,-14615.96,run5p9wgs_t
2,327,-14526.761,run5p9wgs_t
1,328,775.102,run5p2wgs
3,328,1577.606,run5p2wgs
0,328,1602.804,run5p2wgs
2,328,1667.735,run5p2wgs
0,328,-416.623,run5p2wgs_t
2,328,-8312.138,run5p3wgs
0,328,-8283.302,run5p3wgs
1,328,-8231.198,run5p3wgs
3,328,-10780.98,run5p3wgs_t
1,328,-10689.795,run5p3wgs_t
0,328,-10494.732,run5p3wgs_t
2,328,-9893.204,run5p3wgs_t
1,328,-11580.985,run5p9wgs
3,328,-11436.613,run5p9wgs
2,328,-11418.016,run5p9wgs
0,328,-10629.345,run5p9wgs
3,328,-14934.209,run5p9wgs_t
1,328,-14933.235,run5p9wgs_t
0,328,-14687.201,run5p9wgs_t
2,328,-14457.056,run5p9wgs_t
1,329,779.718,run5p2wgs
3,329,1537.445,run5p2wgs
0,329,1621.816,run5p2wgs
2,329,1687.645,run5p2wgs
0,329,-387.205,run5p2wgs_t
2,329,-8296.786,run5p3wgs
0,329,-8280.134,run5p3wgs
1,329,-8265.301,run5p3wgs
3,329,-10792.68,run5p3wgs_t
1,329,-10751.968,run5p3wgs_t
0,329,-10529.147,run5p3wgs_t
2,329,-9817.189,run5p3wgs_t
1,329,-11560.063,run5p9wgs
3,329,-11432.731,run5p9wgs
2,329,-11365.579,run5p9wgs
0,329,-10690.426,run5p9wgs
3,329,-15064.604,run5p9wgs_t
1,329,-14920.745,run5p9wgs_t
0,329,-14677.588,run5p9wgs_t
2,329,-14449.281,run5p9wgs_t
1,330,825.924,run5p2wgs
3,330,1532.196,run5p2wgs
0,330,1599.582,run5p2wgs
2,330,1642.682,run5p2wgs
0,330,-448.401,run5p2wgs_t
1,330,-8347.394,run5p3wgs
2,330,-8299.421,run5p3wgs
0,330,-8278.155,run5p3wgs
3,330,-10803.431,run5p3wgs_t
1,330,-10781.959,run5p3wgs_t
0,330,-10595.121,run5p3wgs_t
2,330,-9833.841,run5p3wgs_t
1,330,-11565.735,run5p9wgs
3,330,-11403.884,run5p9wgs
2,330,-11379.898,run5p9wgs
0,330,-10635.887,run5p9wgs
3,330,-15233.462,run5p9wgs_t
1,330,-14846.014,run5p9wgs_t
0,330,-14804.671,run5p9wgs_t
2,330,-14512.984,run5p9wgs_t
1,331,844.115,run5p2wgs
3,331,1572.892,run5p2wgs
0,331,1611.171,run5p2wgs
2,331,1655.382,run5p2wgs
0,331,-503.249,run5p2wgs_t
1,331,-8327.052,run5p3wgs
2,331,-8298.038,run5p3wgs
0,331,-8278.613,run5p3wgs
3,331,-10786.477,run5p3wgs_t
1,331,-10780.841,run5p3wgs_t
0,331,-10514.849,run5p3wgs_t
2,331,-9785.538,run5p3wgs_t
1,331,-11563.476,run5p9wgs
3,331,-11399.645,run5p9wgs
2,331,-11292.668,run5p9wgs
0,331,-10589.187,run5p9wgs
3,331,-15205.381,run5p9wgs_t
0,331,-14836.425,run5p9wgs_t
1,331,-14804.749,run5p9wgs_t
2,331,-14594.577,run5p9wgs_t
1,332,766.318,run5p2wgs
3,332,1549.664,run5p2wgs
0,332,1632.967,run5p2wgs
2,332,1658.868,run5p2wgs
0,332,-615.083,run5p2wgs_t
1,332,-8388.632,run5p3wgs
2,332,-8287.513,run5p3wgs
0,332,-8277.013,run5p3wgs
3,332,-10854.091,run5p3wgs_t
1,332,-10766.904,run5p3wgs_t
0,332,-10487.467,run5p3wgs_t
2,332,-9748.976,run5p3wgs_t
1,332,-11584.576,run5p9wgs
3,332,-11391.015,run5p9wgs
2,332,-11269.971,run5p9wgs
0,332,-10602.163,run5p9wgs
3,332,-15145.551,run5p9wgs_t
0,332,-14886.829,run5p9wgs_t
1,332,-14728.131,run5p9wgs_t
2,332,-14579.318,run5p9wgs_t
1,333,821.078,run5p2wgs
3,333,1591.407,run5p2wgs
0,333,1623.708,run5p2wgs
2,333,1636.252,run5p2wgs
0,333,-608.126,run5p2wgs_t
1,333,-8336.431,run5p3wgs
2,333,-8280.876,run5p3wgs
0,333,-8270.864,run5p3wgs
1,333,-10849.462,run5p3wgs_t
3,333,-10788.261,run5p3wgs_t
0,333,-10555.591,run5p3wgs_t
2,333,-9763.98,run5p3wgs_t
1,333,-11509.663,run5p9wgs
3,333,-11347.25,run5p9wgs
2,333,-11269.914,run5p9wgs
0,333,-10582.766,run5p9wgs
3,333,-15102.707,run5p9wgs_t
0,333,-14934.001,run5p9wgs_t
1,333,-14768.427,run5p9wgs_t
2,333,-14625.784,run5p9wgs_t
1,334,809.255,run5p2wgs
3,334,1594.301,run5p2wgs
0,334,1634.143,run5p2wgs
2,334,1656.523,run5p2wgs
0,334,-682.807,run5p2wgs_t
1,334,-8335.025,run5p3wgs
2,334,-8286.363,run5p3wgs
0,334,-8274.985,run5p3wgs
1,334,-10840.996,run5p3wgs_t
3,334,-10705.601,run5p3wgs_t
0,334,-10578.476,run5p3wgs_t
2,334,-9809.638,run5p3wgs_t
1,334,-11569.867,run5p9wgs
3,334,-11292.892,run5p9wgs
2,334,-11282.356,run5p9wgs
0,334,-10629.984,run5p9wgs
3,334,-15046.694,run5p9wgs_t
0,334,-14891.319,run5p9wgs_t
1,334,-14806.878,run5p9wgs_t
2,334,-14725.965,run5p9wgs_t
1,335,879.23,run5p2wgs
3,335,1585.932,run5p2wgs
0,335,1614.438,run5p2wgs
2,335,1667.225,run5p2wgs
0,335,-655.079,run5p2wgs_t
1,335,-8360.095,run5p3wgs
2,335,-8295.877,run5p3wgs
0,335,-8286.159,run5p3wgs
3,335,-10793.763,run5p3wgs_t
1,335,-10734.678,run5p3wgs_t
0,335,-10549.815,run5p3wgs_t
2,335,-9780.139,run5p3wgs_t
1,335,-11554.039,run5p9wgs
2,335,-11315.315,run5p9wgs
3,335,-11291.573,run5p9wgs
0,335,-10599.592,run5p9wgs
3,335,-15074.844,run5p9wgs_t
0,335,-14913.237,run5p9wgs_t
1,335,-14773.655,run5p9wgs_t
2,335,-14626.003,run5p9wgs_t
1,336,829.271,run5p2wgs
3,336,1563.979,run5p2wgs
0,336,1628.107,run5p2wgs
2,336,1689.803,run5p2wgs
0,336,-720.251,run5p2wgs_t
1,336,-8321.202,run5p3wgs
2,336,-8296.536,run5p3wgs
0,336,-8282.446,run5p3wgs
3,336,-10802.25,run5p3wgs_t
1,336,-10765.03,run5p3wgs_t
0,336,-10484.004,run5p3wgs_t
2,336,-9796.174,run5p3wgs_t
1,336,-11605.397,run5p9wgs
2,336,-11315.733,run5p9wgs
3,336,-11267.776,run5p9wgs
0,336,-10645.174,run5p9wgs
3,336,-15049.121,run5p9wgs_t
0,336,-14905.197,run5p9wgs_t
1,336,-14770.016,run5p9wgs_t
2,336,-14663.424,run5p9wgs_t
1,337,752.685,run5p2wgs
3,337,1618.104,run5p2wgs
0,337,1661.086,run5p2wgs
2,337,1676.393,run5p2wgs
0,337,-769.042,run5p2wgs_t
1,337,-8337.266,run5p3wgs
0,337,-8296.71,run5p3wgs
2,337,-8294.576,run5p3wgs
3,337,-10794.892,run5p3wgs_t
1,337,-10738.181,run5p3wgs_t
0,337,-10438.655,run5p3wgs_t
2,337,-9785.327,run5p3wgs_t
1,337,-11568.111,run5p9wgs
3,337,-11251.197,run5p9wgs
2,337,-11221.724,run5p9wgs
0,337,-10594.847,run5p9wgs
3,337,-15020.344,run5p9wgs_t
0,337,-14949.56,run5p9wgs_t
1,337,-14783.004,run5p9wgs_t
2,337,-14647.968,run5p9wgs_t
1,338,754.732,run5p2wgs
0,338,1640.536,run5p2wgs
3,338,1642.087,run5p2wgs
