chain,iter,log_p,dataset
3,31,933.489,run5p2wgs
0,31,1578.375,run5p2wgs
2,31,-3407.918,run5p2wgs_t
1,31,-3164.199,run5p2wgs_t
3,31,-1743.957,run5p2wgs_t
0,31,610.638,run5p2wgs_t
3,31,-8840.898,run5p3wgs
1,31,-8512.63,run5p3wgs
0,31,-8486.637,run5p3wgs
2,31,-8301.092,run5p3wgs
0,31,-11747.707,run5p3wgs_t
1,31,-11681.843,run5p3wgs_t
2,31,-11244.85,run5p3wgs_t
3,31,-10759.799,run5p3wgs_t
1,31,-11744.177,run5p9wgs
2,31,-11093.528,run5p9wgs
3,31,-10970.275,run5p9wgs
0,31,-10851.026,run5p9wgs
3,31,-15922.867,run5p9wgs_t
1,31,-14691.518,run5p9wgs_t
2,31,-14406.777,run5p9wgs_t
0,31,-14395.27,run5p9wgs_t
1,32,127.05,run5p2wgs
2,32,909.178,run5p2wgs
3,32,948.842,run5p2wgs
0,32,1582.114,run5p2wgs
2,32,-3443.84,run5p2wgs_t
1,32,-3080.883,run5p2wgs_t
3,32,-1716.635,run5p2wgs_t
0,32,657.786,run5p2wgs_t
3,32,-8839.948,run5p3wgs
0,32,-8461.529,run5p3wgs
1,32,-8378.238,run5p3wgs
2,32,-8286.643,run5p3wgs
1,32,-11690.898,run5p3wgs_t
0,32,-11608.574,run5p3wgs_t
2,32,-11220.321,run5p3wgs_t
3,32,-10798.191,run5p3wgs_t
1,32,-11744.015,run5p9wgs
2,32,-11077.709,run5p9wgs
3,32,-11006.306,run5p9wgs
0,32,-10867.347,run5p9wgs
3,32,-15993.93,run5p9wgs_t
1,32,-14683.829,run5p9wgs_t
0,32,-14386.169,run5p9wgs_t
2,32,-14383.39,run5p9wgs_t
1,33,128.948,run5p2wgs
3,33,912.489,run5p2wgs
2,33,960.429,run5p2wgs
0,33,1568.42,run5p2wgs
2,33,-3439.056,run5p2wgs_t
1,33,-3186.801,run5p2wgs_t
3,33,-1759.323,run5p2wgs_t
0,33,697.418,run5p2wgs_t
3,33,-8862.677,run5p3wgs
0,33,-8468.894,run5p3wgs
1,33,-8374.514,run5p3wgs
2,33,-8302.034,run5p3wgs
0,33,-11578.401,run5p3wgs_t
1,33,-11506.842,run5p3wgs_t
2,33,-11235.203,run5p3wgs_t
3,33,-10774.497,run5p3wgs_t
1,33,-11792.654,run5p9wgs
2,33,-11115.72,run5p9wgs
3,33,-10993.352,run5p9wgs
0,33,-10863.175,run5p9wgs
3,33,-15804.746,run5p9wgs_t
1,33,-14692.523,run5p9wgs_t
2,33,-14390.865,run5p9wgs_t
0,33,-14343.247,run5p9wgs_t
1,34,121.014,run5p2wgs
3,34,874.443,run5p2wgs
2,34,1112.167,run5p2wgs
0,34,1604.792,run5p2wgs
2,34,-3500.264,run5p2wgs_t
1,34,-3080.703,run5p2wgs_t
3,34,-1724.498,run5p2wgs_t
0,34,653.875,run5p2wgs_t
3,34,-8886.149,run5p3wgs
0,34,-8484.589,run5p3wgs
1,34,-8432.635,run5p3wgs
2,34,-8292.918,run5p3wgs
0,34,-11591.491,run5p3wgs_t
2,34,-11404.345,run5p3wgs_t
1,34,-11300.245,run5p3wgs_t
3,34,-10770.4,run5p3wgs_t
1,34,-11798.686,run5p9wgs
2,34,-11101.779,run5p9wgs
3,34,-10958.184,run5p9wgs
0,34,-10855.89,run5p9wgs
3,34,-15815.891,run5p9wgs_t
1,34,-14696.932,run5p9wgs_t
0,34,-14408.842,run5p9wgs_t
2,34,-14351.697,run5p9wgs_t
1,35,119.468,run5p2wgs
3,35,885.476,run5p2wgs
2,35,1182.707,run5p2wgs
0,35,1629.462,run5p2wgs
2,35,-3546.192,run5p2wgs_t
1,35,-3178.398,run5p2wgs_t
3,35,-1598.825,run5p2wgs_t
0,35,680.528,run5p2wgs_t
3,35,-8850.545,run5p3wgs
0,35,-8480.221,run5p3wgs
1,35,-8475.706,run5p3wgs
2,35,-8271.196,run5p3wgs
0,35,-11576.071,run5p3wgs_t
2,35,-11404.132,run5p3wgs_t
1,35,-11320.618,run5p3wgs_t
3,35,-10758.891,run5p3wgs_t
1,35,-11899.616,run5p9wgs
2,35,-11081.55,run5p9wgs
3,35,-11004.34,run5p9wgs
0,35,-10850.034,run5p9wgs
3,35,-15867.546,run5p9wgs_t
1,35,-14693.6,run5p9wgs_t
2,35,-14358.08,run5p9wgs_t
0,35,-14353.09,run5p9wgs_t
1,36,78.011,run5p2wgs
3,36,867.977,run5p2wgs
2,36,1159.484,run5p2wgs
0,36,1623.832,run5p2wgs
2,36,-3572.11,run5p2wgs_t
1,36,-2968.735,run5p2wgs_t
3,36,-1543.64,run5p2wgs_t
0,36,636.912,run5p2wgs_t
3,36,-8833.503,run5p3wgs
1,36,-8579.386,run5p3wgs
0,36,-8439.722,run5p3wgs
2,36,-8286.991,run5p3wgs
0,36,-11654.51,run5p3wgs_t
2,36,-11248.197,run5p3wgs_t
3,36,-10841.527,run5p3wgs_t
1,36,-10600.772,run5p3wgs_t
1,36,-11962.922,run5p9wgs
2,36,-11109.728,run5p9wgs
3,36,-10943.471,run5p9wgs
0,36,-10840.884,run5p9wgs
3,36,-15847.006,run5p9wgs_t
1,36,-14754.735,run5p9wgs_t
2,36,-14392.126,run5p9wgs_t
0,36,-14372.624,run5p9wgs_t
1,37,143.322,run5p2wgs
3,37,884.776,run5p2wgs
2,37,1179.942,run5p2wgs
0,37,1634.214,run5p2wgs
2,37,-3505.636,run5p2wgs_t
1,37,-2888.643,run5p2wgs_t
3,37,-1574.446,run5p2wgs_t
0,37,550.903,run5p2wgs_t
3,37,-8839.777,run5p3wgs
1,37,-8536.391,run5p3wgs
0,37,-8452.598,run5p3wgs
2,37,-8301.692,run5p3wgs
0,37,-11546.588,run5p3wgs_t
2,37,-11383.881,run5p3wgs_t
3,37,-10954.305,run5p3wgs_t
1,37,-10741.082,run5p3wgs_t
1,37,-11859.954,run5p9wgs
2,37,-11151.234,run5p9wgs
3,37,-10960.206,run5p9wgs
0,37,-10892.382,run5p9wgs
3,37,-15815.913,run5p9wgs_t
1,37,-14797.649,run5p9wgs_t
2,37,-14348.077,run5p9wgs_t
0,37,-14286.069,run5p9wgs_t
1,38,82.374,run5p2wgs
3,38,870.661,run5p2wgs
2,38,1225.625,run5p2wgs
0,38,1650.346,run5p2wgs
2,38,-3492.832,run5p2wgs_t
1,38,-2890.643,run5p2wgs_t
3,38,-1592.563,run5p2wgs_t
0,38,538.116,run5p2wgs_t
3,38,-8803.947,run5p3wgs
1,38,-8506.216,run5p3wgs
0,38,-8490.62,run5p3wgs
2,38,-8293.799,run5p3wgs
0,38,-11581.124,run5p3wgs_t
2,38,-11307.684,run5p3wgs_t
3,38,-10881.887,run5p3wgs_t
1,38,-10754.25,run5p3wgs_t
1,38,-11868.858,run5p9wgs
2,38,-11134.796,run5p9wgs
3,38,-10977.687,run5p9wgs
0,38,-10875.83,run5p9wgs
3,38,-15801.304,run5p9wgs_t
1,38,-14795.502,run5p9wgs_t
2,38,-14365.791,run5p9wgs_t
0,38,-14217.337,run5p9wgs_t
1,39,38.186,run5p2wgs
3,39,880.393,run5p2wgs
2,39,1247.634,run5p2wgs
0,39,1621.53,run5p2wgs
2,39,-3509.062,run5p2wgs_t
1,39,-2803.452,run5p2wgs_t
3,39,-1562.28,run5p2wgs_t
0,39,521.712,run5p2wgs_t
3,39,-8801.297,run5p3wgs
0,39,-8474.134,run5p3wgs
1,39,-8457.558,run5p3wgs
2,39,-8269.369,run5p3wgs
0,39,-11661.06,run5p3wgs_t
2,39,-11249.225,run5p3wgs_t
3,39,-10871.51,run5p3wgs_t
1,39,-10739.361,run5p3wgs_t
1,39,-11828.539,run5p9wgs
2,39,-11102.886,run5p9wgs
3,39,-11015.103,run5p9wgs
0,39,-10844.637,run5p9wgs
3,39,-15736.812,run5p9wgs_t
1,39,-14774.936,run5p9wgs_t
2,39,-14371.157,run5p9wgs_t
0,39,-14197.651,run5p9wgs_t
1,40,73.231,run5p2wgs
3,40,830.538,run5p2wgs
2,40,1265.754,run5p2wgs
0,40,1655.04,run5p2wgs
2,40,-3297.172,run5p2wgs_t
1,40,-2815.519,run5p2wgs_t
3,40,-1582.516,run5p2wgs_t
0,40,454.819,run5p2wgs_t
3,40,-8767.421,run5p3wgs
0,40,-8542.896,run5p3wgs
1,40,-8536.562,run5p3wgs
2,40,-8279.025,run5p3wgs
0,40,-11591.621,run5p3wgs_t
2,40,-11335.726,run5p3wgs_t
3,40,-10905.181,run5p3wgs_t
1,40,-10795.843,run5p3wgs_t
1,40,-11716.46,run5p9wgs
2,40,-11106.935,run5p9wgs
3,40,-11032.372,run5p9wgs
0,40,-10862.074,run5p9wgs
3,40,-15771.426,run5p9wgs_t
1,40,-14829.207,run5p9wgs_t
2,40,-14417.23,run5p9wgs_t
0,40,-14369.996,run5p9wgs_t
1,41,137.139,run5p2wgs
3,41,834.286,run5p2wgs
2,41,1325.495,run5p2wgs
0,41,1596.877,run5p2wgs
2,41,-3315.332,run5p2wgs_t
1,41,-2835.238,run5p2wgs_t
3,41,-1556.505,run5p2wgs_t
0,41,445.585,run5p2wgs_t
3,41,-8855.858,run5p3wgs
0,41,-8552.373,run5p3wgs
1,41,-8436.696,run5p3wgs
2,41,-8297.041,run5p3wgs
0,41,-11593.195,run5p3wgs_t
2,41,-11378.442,run5p3wgs_t
3,41,-10892.8,run5p3wgs_t
1,41,-10823.081,run5p3wgs_t
1,41,-11675.799,run5p9wgs
2,41,-11122.541,run5p9wgs
3,41,-10986.255,run5p9wgs
0,41,-10819.589,run5p9wgs
3,41,-15849.981,run5p9wgs_t
1,41,-14866.942,run5p9wgs_t
2,41,-14490.038,run5p9wgs_t
0,41,-14408.377,run5p9wgs_t
1,42,179.617,run5p2wgs
3,42,847.388,run5p2wgs
2,42,1350.842,run5p2wgs
0,42,1565.261,run5p2wgs
2,42,-3206.696,run5p2wgs_t
1,42,-2760.638,run5p2wgs_t
3,42,-1455.61,run5p2wgs_t
0,42,379.529,run5p2wgs_t
3,42,-8852.829,run5p3wgs
0,42,-8554.0,run5p3wgs
1,42,-8462.486,run5p3wgs
2,42,-8288.751,run5p3wgs
0,42,-11575.856,run5p3wgs_t
2,42,-11322.77,run5p3wgs_t
3,42,-10834.117,run5p3wgs_t
1,42,-10710.435,run5p3wgs_t
1,42,-11535.428,run5p9wgs
2,42,-11059.031,run5p9wgs
3,42,-10986.089,run5p9wgs
0,42,-10833.572,run5p9wgs
3,42,-15865.491,run5p9wgs_t
1,42,-14825.446,run5p9wgs_t
2,42,-14454.659,run5p9wgs_t
0,42,-14359.196,run5p9wgs_t
1,43,220.826,run5p2wgs
3,43,849.03,run5p2wgs
2,43,1333.73,run5p2wgs
0,43,1579.113,run5p2wgs
2,43,-3326.112,run5p2wgs_t
1,43,-2602.112,run5p2wgs_t
3,43,-1417.421,run5p2wgs_t
0,43,308.127,run5p2wgs_t
3,43,-8891.651,run5p3wgs
0,43,-8560.599,run5p3wgs
1,43,-8439.356,run5p3wgs
2,43,-8294.871,run5p3wgs
0,43,-11564.718,run5p3wgs_t
2,43,-11381.654,run5p3wgs_t
1,43,-10814.351,run5p3wgs_t
3,43,-10805.103,run5p3wgs_t
1,43,-11566.011,run5p9wgs
2,43,-11068.902,run5p9wgs
3,43,-11004.351,run5p9wgs
0,43,-10866.108,run5p9wgs
3,43,-15892.064,run5p9wgs_t
1,43,-14815.492,run5p9wgs_t
2,43,-14494.619,run5p9wgs_t
0,43,-14345.909,run5p9wgs_t
1,44,261.452,run5p2wgs
3,44,909.884,run5p2wgs
2,44,1394.328,run5p2wgs
0,44,1491.421,run5p2wgs
2,44,-3181.008,run5p2wgs_t
1,44,-2572.331,run5p2wgs_t
3,44,-1364.375,run5p2wgs_t
0,44,293.694,run5p2wgs_t
3,44,-8893.813,run5p3wgs
0,44,-8608.559,run5p3wgs
1,44,-8436.994,run5p3wgs
2,44,-8287.918,run5p3wgs
0,44,-11550.976,run5p3wgs_t
2,44,-11399.855,run5p3wgs_t
3,44,-10791.713,run5p3wgs_t
1,44,-10739.615,run5p3wgs_t
1,44,-11559.74,run5p9wgs
2,44,-11034.434,run5p9wgs
3,44,-10991.079,run5p9wgs
0,44,-10842.224,run5p9wgs
3,44,-15887.477,run5p9wgs_t
1,44,-14894.155,run5p9wgs_t
2,44,-14496.121,run5p9wgs_t
0,44,-14394.597,run5p9wgs_t
1,45,303.155,run5p2wgs
3,45,871.242,run5p2wgs
2,45,1416.008,run5p2wgs
0,45,1434.081,run5p2wgs
1,45,-2496.653,run5p2wgs_t
3,45,-1298.708,run5p2wgs_t
0,45,380.052,run5p2wgs_t
3,45,-8932.296,run5p3wgs
0,45,-8583.329,run5p3wgs
1,45,-8377.677,run5p3wgs
2,45,-8289.712,run5p3wgs
0,45,-11477.661,run5p3wgs_t
2,45,-11211.301,run5p3wgs_t
1,45,-10783.486,run5p3wgs_t
3,45,-10763.006,run5p3wgs_t
1,45,-11610.718,run5p9wgs
2,45,-11047.571,run5p9wgs
3,45,-10913.525,run5p9wgs
0,45,-10861.968,run5p9wgs
3,45,-15800.54,run5p9wgs_t
1,45,-14829.542,run5p9wgs_t
2,45,-14485.102,run5p9wgs_t
0,45,-14406.505,run5p9wgs_t
1,46,286.853,run5p2wgs
3,46,941.529,run5p2wgs
2,46,1367.419,run5p2wgs
0,46,1458.07,run5p2wgs
1,46,-2496.362,run5p2wgs_t
3,46,-1136.767,run5p2wgs_t
0,46,329.184,run5p2wgs_t
3,46,-8952.592,run5p3wgs
0,46,-8638.537,run5p3wgs
1,46,-8312.163,run5p3wgs
2,46,-8298.269,run5p3wgs
0,46,-11510.453,run5p3wgs_t
2,46,-11235.342,run5p3wgs_t
3,46,-10741.653,run5p3wgs_t
1,46,-10671.753,run5p3wgs_t
1,46,-11591.145,run5p9wgs
2,46,-11028.421,run5p9wgs
3,46,-10912.061,run5p9wgs
0,46,-10860.809,run5p9wgs
3,46,-15863.953,run5p9wgs_t
1,46,-14896.312,run5p9wgs_t
2,46,-14485.337,run5p9wgs_t
0,46,-14459.069,run5p9wgs_t
1,47,287.477,run5p2wgs
3,47,949.774,run5p2wgs
0,47,1411.561,run5p2wgs
2,47,1436.528,run5p2wgs
1,47,-2564.493,run5p2wgs_t
3,47,-1135.322,run5p2wgs_t
0,47,248.971,run5p2wgs_t
3,47,-8908.134,run5p3wgs
0,47,-8663.224,run5p3wgs
1,47,-8367.065,run5p3wgs
2,47,-8282.378,run5p3wgs
0,47,-11442.803,run5p3wgs_t
2,47,-11182.89,run5p3wgs_t
3,47,-10733.76,run5p3wgs_t
1,47,-10693.936,run5p3wgs_t
1,47,-11665.345,run5p9wgs
2,47,-11040.736,run5p9wgs
3,47,-10916.966,run5p9wgs
0,47,-10852.348,run5p9wgs
3,47,-15783.569,run5p9wgs_t
1,47,-14929.694,run5p9wgs_t
0,47,-14419.574,run5p9wgs_t
2,47,-14388.52,run5p9wgs_t
1,48,286.165,run5p2wgs
3,48,930.517,run5p2wgs
2,48,1400.208,run5p2wgs
0,48,1442.795,run5p2wgs
1,48,-2354.948,run5p2wgs_t
3,48,-1150.484,run5p2wgs_t
0,48,234.562,run5p2wgs_t
3,48,-8928.504,run5p3wgs
0,48,-8678.495,run5p3wgs
1,48,-8436.568,run5p3wgs
2,48,-8276.774,run5p3wgs
0,48,-11488.789,run5p3wgs_t
2,48,-11182.047,run5p3wgs_t
1,48,-10734.299,run5p3wgs_t
3,48,-10703.932,run5p3wgs_t
1,48,-11636.534,run5p9wgs
2,48,-11026.954,run5p9wgs
3,48,-10917.181,run5p9wgs
0,48,-10814.853,run5p9wgs
3,48,-15851.164,run5p9wgs_t
1,48,-14895.896,run5p9wgs_t
0,48,-14399.814,run5p9wgs_t
2,48,-14389.31,run5p9wgs_t
1,49,305.61,run5p2wgs
3,49,998.644,run5p2wgs
2,49,1346.697,run5p2wgs
0,49,1427.615,run5p2wgs
1,49,-2391.475,run5p2wgs_t
3,49,-1265.781,run5p2wgs_t
0,49,212.741,run5p2wgs_t
3,49,-8977.484,run5p3wgs
0,49,-8761.898,run5p3wgs
1,49,-8406.496,run5p3wgs
2,49,-8262.47,run5p3wgs
0,49,-11469.346,run5p3wgs_t
2,49,-11244.851,run5p3wgs_t
1,49,-10802.549,run5p3wgs_t
3,49,-10740.475,run5p3wgs_t
1,49,-11584.001,run5p9wgs
2,49,-11044.883,run5p9wgs
3,49,-10931.09,run5p9wgs
0,49,-10833.419,run5p9wgs
3,49,-15855.846,run5p9wgs_t
1,49,-14867.182,run5p9wgs_t
2,49,-14390.055,run5p9wgs_t
0,49,-14329.033,run5p9wgs_t
1,50,372.386,run5p2wgs
3,50,1020.522,run5p2wgs
2,50,1385.143,run5p2wgs
0,50,1449.336,run5p2wgs
1,50,-2345.759,run5p2wgs_t
3,50,-1183.579,run5p2wgs_t
0,50,290.534,run5p2wgs_t
3,50,-8943.315,run5p3wgs
0,50,-8766.477,run5p3wgs
1,50,-8423.762,run5p3wgs
2,50,-8298.177,run5p3wgs
0,50,-11476.291,run5p3wgs_t
2,50,-11308.644,run5p3wgs_t
1,50,-10824.719,run5p3wgs_t
3,50,-10794.631,run5p3wgs_t
1,50,-11591.505,run5p9wgs
2,50,-11069.02,run5p9wgs
3,50,-10920.529,run5p9wgs
0,50,-10838.951,run5p9wgs
3,50,-15849.509,run5p9wgs_t
1,50,-14924.698,run5p9wgs_t
2,50,-14445.166,run5p9wgs_t
0,50,-14254.771,run5p9wgs_t
1,51,366.713,run5p2wgs
3,51,1041.899,run5p2wgs
0,51,1368.978,run5p2wgs
2,51,1423.076,run5p2wgs
1,51,-2366.052,run5p2wgs_t
3,51,-1158.751,run5p2wgs_t
0,51,430.142,run5p2wgs_t
3,51,-8896.664,run5p3wgs
0,51,-8761.917,run5p3wgs
1,51,-8434.758,run5p3wgs
2,51,-8309.117,run5p3wgs
0,51,-11563.289,run5p3wgs_t
2,51,-11276.87,run5p3wgs_t
1,51,-10793.457,run5p3wgs_t
3,51,-10731.816,run5p3wgs_t
1,51,-11631.862,run5p9wgs
2,51,-11119.11,run5p9wgs
3,51,-10946.967,run5p9wgs
0,51,-10862.354,run5p9wgs
3,51,-15873.71,run5p9wgs_t
1,51,-14793.728,run5p9wgs_t
2,51,-14564.318,run5p9wgs_t
0,51,-14281.629,run5p9wgs_t
1,52,343.307,run5p2wgs
3,52,1023.072,run5p2wgs
0,52,1304.104,run5p2wgs
2,52,1419.634,run5p2wgs
1,52,-2255.442,run5p2wgs_t
3,52,-1165.504,run5p2wgs_t
0,52,453.48,run5p2wgs_t
3,52,-8831.212,run5p3wgs
0,52,-8751.144,run5p3wgs
1,52,-8368.021,run5p3wgs
2,52,-8290.461,run5p3wgs
0,52,-11524.097,run5p3wgs_t
2,52,-11261.567,run5p3wgs_t
3,52,-10790.85,run5p3wgs_t
1,52,-10770.687,run5p3wgs_t
1,52,-11501.19,run5p9wgs
2,52,-11103.602,run5p9wgs
3,52,-10908.905,run5p9wgs
0,52,-10875.264,run5p9wgs
3,52,-15871.394,run5p9wgs_t
1,52,-14831.798,run5p9wgs_t
2,52,-14540.709,run5p9wgs_t
0,52,-14313.502,run5p9wgs_t
1,53,244.916,run5p2wgs
3,53,1129.703,run5p2wgs
0,53,1230.672,run5p2wgs
2,53,1523.252,run5p2wgs
1,53,-2402.411,run5p2wgs_t
3,53,-1123.53,run5p2wgs_t
0,53,513.76,run5p2wgs_t
3,53,-8780.875,run5p3wgs
0,53,-8759.848,run5p3wgs
1,53,-8292.921,run5p3wgs
2,53,-8277.243,run5p3wgs
0,53,-11493.281,run5p3wgs_t
2,53,-11303.796,run5p3wgs_t
1,53,-10859.82,run5p3wgs_t
3,53,-10743.013,run5p3wgs_t
1,53,-11524.158,run5p9wgs
2,53,-11088.508,run5p9wgs
3,53,-10984.872,run5p9wgs
0,53,-10847.166,run5p9wgs
3,53,-15889.597,run5p9wgs_t
1,53,-14827.402,run5p9wgs_t
2,53,-14550.676,run5p9wgs_t
0,53,-14332.62,run5p9wgs_t
1,54,288.49,run5p2wgs
3,54,1173.499,run5p2wgs
0,54,1358.94,run5p2wgs
2,54,1506.979,run5p2wgs
1,54,-2257.643,run5p2wgs_t
3,54,-1185.295,run5p2wgs_t
0,54,552.003,run5p2wgs_t
3,54,-8784.842,run5p3wgs
0,54,-8729.776,run5p3wgs
2,54,-8286.292,run5p3wgs
1,54,-8281.186,run5p3wgs
0,54,-11555.311,run5p3wgs_t
2,54,-11218.172,run5p3wgs_t
1,54,-10900.604,run5p3wgs_t
3,54,-10805.523,run5p3wgs_t
1,54,-11550.361,run5p9wgs
2,54,-11083.774,run5p9wgs
3,54,-10972.894,run5p9wgs
0,54,-10824.992,run5p9wgs
3,54,-15944.725,run5p9wgs_t
1,54,-14796.764,run5p9wgs_t
2,54,-14511.445,run5p9wgs_t
0,54,-14306.643,run5p9wgs_t
1,55,270.004,run5p2wgs
3,55,1101.647,run5p2wgs
0,55,1394.425,run5p2wgs
2,55,1507.966,run5p2wgs
1,55,-2178.502,run5p2wgs_t
3,55,-1167.778,run5p2wgs_t
0,55,485.351,run5p2wgs_t
3,55,-8871.345,run5p3wgs
0,55,-8758.095,run5p3wgs
1,55,-8364.724,run5p3wgs
2,55,-8286.915,run5p3wgs
0,55,-11596.977,run5p3wgs_t
2,55,-11204.215,run5p3wgs_t
1,55,-11057.13,run5p3wgs_t
3,55,-10775.094,run5p3wgs_t
1,55,-11545.662,run5p9wgs
2,55,-11093.474,run5p9wgs
3,55,-10927.466,run5p9wgs
0,55,-10828.132,run5p9wgs
3,55,-15933.296,run5p9wgs_t
1,55,-14832.947,run5p9wgs_t
2,55,-14528.733,run5p9wgs_t
0,55,-14264.306,run5p9wgs_t
1,56,329.258,run5p2wgs
3,56,1032.119,run5p2wgs
0,56,1431.836,run5p2wgs
2,56,1581.754,run5p2wgs
1,56,-2174.262,run5p2wgs_t
3,56,-1077.707,run5p2wgs_t
0,56,448.058,run5p2wgs_t
3,56,-8853.063,run5p3wgs
0,56,-8663.55,run5p3wgs
1,56,-8318.858,run5p3wgs
2,56,-8277.336,run5p3wgs
0,56,-11509.206,run5p3wgs_t
2,56,-11277.367,run5p3wgs_t
1,56,-10936.885,run5p3wgs_t
3,56,-10763.015,run5p3wgs_t
1,56,-11514.589,run5p9wgs
2,56,-11082.505,run5p9wgs
3,56,-10968.763,run5p9wgs
0,56,-10808.488,run5p9wgs
3,56,-15918.233,run5p9wgs_t
1,56,-14832.584,run5p9wgs_t
2,56,-14465.408,run5p9wgs_t
0,56,-14341.694,run5p9wgs_t
1,57,311.252,run5p2wgs
3,57,1096.888,run5p2wgs
0,57,1488.9,run5p2wgs
2,57,1613.516,run5p2wgs
1,57,-2122.394,run5p2wgs_t
3,57,-1031.088,run5p2wgs_t
0,57,545.231,run5p2wgs_t
3,57,-8906.208,run5p3wgs
0,57,-8659.079,run5p3wgs
2,57,-8281.083,run5p3wgs
1,57,-8261.515,run5p3wgs
0,57,-11561.937,run5p3wgs_t
2,57,-11358.534,run5p3wgs_t
1,57,-10985.72,run5p3wgs_t
3,57,-10679.236,run5p3wgs_t
1,57,-11512.356,run5p9wgs
2,57,-11021.608,run5p9wgs
3,57,-10894.576,run5p9wgs
0,57,-10794.127,run5p9wgs
3,57,-15991.976,run5p9wgs_t
1,57,-14803.371,run5p9wgs_t
2,57,-14549.829,run5p9wgs_t
0,57,-14306.464,run5p9wgs_t
1,58,276.375,run5p2wgs
3,58,1109.781,run5p2wgs
0,58,1533.546,run5p2wgs
2,58,1596.233,run5p2wgs
1,58,-2088.973,run5p2wgs_t
3,58,-975.876,run5p2wgs_t
0,58,505.31,run5p2wgs_t
3,58,-8903.214,run5p3wgs
0,58,-8756.276,run5p3wgs
2,58,-8291.17,run5p3wgs
1,58,-8270.141,run5p3wgs
0,58,-11487.004,run5p3wgs_t
2,58,-11351.237,run5p3wgs_t
1,58,-10923.293,run5p3wgs_t
3,58,-10664.066,run5p3wgs_t
1,58,-11546.093,run5p9wgs
2,58,-11069.251,run5p9wgs
3,58,-10899.108,run5p9wgs
0,58,-10801.352,run5p9wgs
3,58,-15820.612,run5p9wgs_t
1,58,-14842.867,run5p9wgs_t
2,58,-14525.541,run5p9wgs_t
0,58,-14265.143,run5p9wgs_t
1,59,212.017,run5p2wgs
3,59,1123.131,run5p2wgs
0,59,1497.818,run5p2wgs
2,59,1673.655,run5p2wgs
1,59,-2071.289,run5p2wgs_t
3,59,-990.686,run5p2wgs_t
0,59,551.332,run5p2wgs_t
3,59,-8893.184,run5p3wgs
0,59,-8786.281,run5p3wgs
2,59,-8290.548,run5p3wgs
1,59,-8251.16,run5p3wgs
0,59,-11411.935,run5p3wgs_t
2,59,-11386.045,run5p3wgs_t
1,59,-10902.81,run5p3wgs_t
3,59,-10656.975,run5p3wgs_t
1,59,-11514.803,run5p9wgs
2,59,-11084.393,run5p9wgs
3,59,-10951.834,run5p9wgs
0,59,-10822.109,run5p9wgs
3,59,-15891.458,run5p9wgs_t
1,59,-14807.149,run5p9wgs_t
2,59,-14567.823,run5p9wgs_t
0,59,-14256.563,run5p9wgs_t
1,60,257.273,run5p2wgs
3,60,1043.029,run5p2wgs
0,60,1540.439,run5p2wgs
2,60,1682.442,run5p2wgs
1,60,-2046.57,run5p2wgs_t
3,60,-1064.358,run5p2wgs_t
0,60,506.728,run5p2wgs_t
3,60,-8907.133,run5p3wgs
0,60,-8736.308,run5p3wgs
1,60,-8293.7,run5p3wgs
2,60,-8280.721,run5p3wgs
0,60,-11560.38,run5p3wgs_t
2,60,-11350.137,run5p3wgs_t
1,60,-10871.694,run5p3wgs_t
3,60,-10706.472,run5p3wgs_t
1,60,-11501.692,run5p9wgs
2,60,-11138.381,run5p9wgs
3,60,-10975.622,run5p9wgs
0,60,-10816.683,run5p9wgs
3,60,-15781.913,run5p9wgs_t
1,60,-14791.916,run5p9wgs_t
2,60,-14577.357,run5p9wgs_t
0,60,-14241.611,run5p9wgs_t
1,61,194.127,run5p2wgs
3,61,1031.324,run5p2wgs
0,61,1567.649,run5p2wgs
2,61,1676.153,run5p2wgs
1,61,-2209.964,run5p2wgs_t
3,61,-1137.344,run5p2wgs_t
0,61,453.192,run5p2wgs_t
3,61,-8883.34,run5p3wgs
0,61,-8736.202,run5p3wgs
1,61,-8333.761,run5p3wgs
2,61,-8296.451,run5p3wgs
0,61,-11592.49,run5p3wgs_t
2,61,-11275.601,run5p3wgs_t
1,61,-10853.155,run5p3wgs_t
3,61,-10702.746,run5p3wgs_t
1,61,-11507.313,run5p9wgs
2,61,-11110.603,run5p9wgs
3,61,-10985.93,run5p9wgs
0,61,-10784.483,run5p9wgs
3,61,-15972.441,run5p9wgs_t
1,61,-14798.541,run5p9wgs_t
2,61,-14532.571,run5p9wgs_t
0,61,-14310.301,run5p9wgs_t
1,62,131.312,run5p2wgs
3,62,991.811,run5p2wgs
0,62,1586.117,run5p2wgs
2,62,1681.419,run5p2wgs
1,62,-1968.825,run5p2wgs_t
3,62,-1101.54,run5p2wgs_t
0,62,375.117,run5p2wgs_t
3,62,-8925.891,run5p3wgs
0,62,-8789.978,run5p3wgs
1,62,-8371.528,run5p3wgs
2,62,-8267.576,run5p3wgs
0,62,-11524.293,run5p3wgs_t
2,62,-11286.842,run5p3wgs_t
1,62,-10916.786,run5p3wgs_t
3,62,-10658.38,run5p3wgs_t
1,62,-11543.032,run5p9wgs
2,62,-11088.2,run5p9wgs
3,62,-10945.738,run5p9wgs
0,62,-10789.188,run5p9wgs
3,62,-16116.091,run5p9wgs_t
1,62,-14802.703,run5p9wgs_t
2,62,-14537.411,run5p9wgs_t
0,62,-14316.286,run5p9wgs_t
1,63,198.315,run5p2wgs
3,63,990.406,run5p2wgs
